,Age,Gender,Degree of Edu,Income,Health Condition,Outdoor Activity Engaged,Outdoor Activity Eliminated(Days),Air Index (Activity Reduced),Air Index(Activity Eliminated)
1466,35,Female,High school graduate,"Upto to $49,999",Excellent,Daily,6,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1467,50,Female,College,"$100,000 or more",Good,A few times per week,1,Red – Unhealthy,Red – Unhealthy
1468,32,Male,Associates degree,"$100,000 or more",Excellent,A few times per week,5,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1469,26,Male,High school,"$25,000 or less",Good,A few times per week,2,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1470,18,Female,8th grade or less,"Upto to $99,999",Good,Once per week,1,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1471,39,Male,College,"$100,000 or more",Good,A few times per week,2,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1472,60,Female,Associates degree,"Upto to $99,999",Excellent,No Response,6,Yellow – Moderate,Orange – Unhealthy for Sensitive Groups
1473,37,Female,Associates degree,"Upto to $74,999",Good,A few times per week,4,Yellow – Moderate,Orange – Unhealthy for Sensitive Groups
1474,48,Male,College,"Upto to $49,999",Good,Daily,1,Purple – Very Unhealthy,Maroon – Hazardous
1475,18,Female,8th grade or less,"Upto to $74,999",Good,No Response,2,Orange – Unhealthy for Sensitive Groups,Orange – Unhealthy for Sensitive Groups
1476,39,Female,Associates degree,"Upto to $49,999",Good,Daily,1,Not familiar,Not familiar
1477,25,Female,High school graduate,"$25,000 or less",Good,A few times per week,5,Yellow – Moderate,Red – Unhealthy
1478,60,Male,College,"$100,000 or more",Excellent,Daily,2,Red – Unhealthy,Purple – Very Unhealthy
1479,22,Female,High school graduate,"$25,000 or less",Good,A few times per week,1,Red – Unhealthy,Purple – Very Unhealthy
1480,44,Male,College,"$25,000 or less",Good,A few times per week,1,Yellow – Moderate,Red – Unhealthy
1481,21,Male,8th grade or less,"$25,000 or less",Excellent,Daily,2,Maroon – Hazardous,Maroon – Hazardous
1482,54,Male,College,"$25,000 or less",Good,No Response,6,Orange – Unhealthy for Sensitive Groups,Orange – Unhealthy for Sensitive Groups
1483,19,Male,8th grade or less,No Response,Good,A few times per week,1,Purple – Very Unhealthy,Maroon – Hazardous
1484,19,Female,8th grade or less,"Upto to $99,999",Good,No Response,1,Orange – Unhealthy for Sensitive Groups,Orange – Unhealthy for Sensitive Groups
1485,36,Male,Associates degree,"Upto to $99,999",Excellent,A few times per week,1,Red – Unhealthy,Purple – Very Unhealthy
1486,17,Male,8th grade or less,"$100,000 or more",Good,Daily,3,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1487,21,Male,High school,"Upto to $74,999",Excellent,Daily,2,Red – Unhealthy,Purple – Very Unhealthy
1488,20,Female,High school,"$100,000 or more",Good,Daily,1,Red – Unhealthy,Maroon – Hazardous
1489,22,Male,8th grade or less,"Upto to $99,999",Good,A few times per week,3,Red – Unhealthy,Red – Unhealthy
1490,37,Male,Associates degree,"Upto to $74,999",Good,A few times per week,6,Not familiar,Not familiar
1491,57,Female,Associates degree,"$100,000 or more",Excellent,Daily,1,Red – Unhealthy,Purple – Very Unhealthy
1492,27,Male,College,"Upto to $99,999",Good,A few times per week,1,Purple – Very Unhealthy,Maroon – Hazardous
1493,41,Male,College,"Upto to $99,999",Good,Daily,3,Red – Unhealthy,Purple – Very Unhealthy
1494,30,Male,High school graduate,"Upto to $74,999",Good,Daily,1,Red – Unhealthy,Red – Unhealthy
1495,53,Male,Associates degree,"Upto to $99,999",Good,Daily,2,Red – Unhealthy,Purple – Very Unhealthy
1496,29,Male,College,"Upto to $49,999",Excellent,A few times per week,2,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1497,40,Male,Associates degree,"Upto to $99,999",Excellent,Daily,5,Yellow – Moderate,Orange – Unhealthy for Sensitive Groups
1498,52,Male,College,"Upto to $74,999",Good,Once per week,5,Red – Unhealthy,Purple – Very Unhealthy
1499,31,Male,College,"$100,000 or more",Excellent,A few times per week,6,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1500,50,Male,College,"Upto to $99,999",Fair,No Response,1,Red – Unhealthy,Orange – Unhealthy for Sensitive Groups
1501,32,Male,High school graduate,"$100,000 or more",Excellent,A few times per week,5,Yellow – Moderate,Orange – Unhealthy for Sensitive Groups
1502,20,Female,High school,"Upto to $74,999",Excellent,A few times per week,1,Red – Unhealthy,Red – Unhealthy
1503,26,Male,College,"Upto to $49,999",Good,A few times per week,5,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1504,18,Male,8th grade or less,"$100,000 or more",Excellent,Daily,1,Red – Unhealthy,Red – Unhealthy
1505,57,Female,Associates degree,"$100,000 or more",Excellent,Daily,1,Maroon – Hazardous,Maroon – Hazardous
1506,23,Female,High school,"$25,000 or less",Good,A few times per week,6,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1507,31,Male,College,"Upto to $99,999",Good,A few times per week,6,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1508,59,Male,College,"$100,000 or more",Good,A few times per week,4,Orange – Unhealthy for Sensitive Groups,Orange – Unhealthy for Sensitive Groups
1509,18,Male,8th grade or less,"$100,000 or more",Excellent,Daily,1,Not familiar,Not familiar
1510,28,Male,High school,"Upto to $74,999",Excellent,A few times per week,1,Red – Unhealthy,Red – Unhealthy
1511,53,Male,High school,"$100,000 or more",Excellent,A few times per week,2,Red – Unhealthy,Purple – Very Unhealthy
1512,40,Female,Associates degree,No Response,Excellent,A few times per week,3,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1513,55,Male,College,"$100,000 or more",Excellent,Daily,3,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1514,57,Male,Associates degree,"$100,000 or more",Excellent,Daily,3,Red – Unhealthy,Purple – Very Unhealthy
1515,42,Male,College,"Upto to $99,999",Good,A few times per week,4,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1516,32,Female,High school graduate,"$100,000 or more",Excellent,Daily,2,Red – Unhealthy,Red – Unhealthy
1517,39,Female,College,"Upto to $49,999",Good,A few times per week,1,Red – Unhealthy,Maroon – Hazardous
1518,19,Male,High school,"Upto to $49,999",Good,A few times per week,2,Orange – Unhealthy for Sensitive Groups,Purple – Very Unhealthy
1519,18,Male,8th grade or less,"Upto to $49,999",Good,A few times per week,3,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1520,46,Male,College,"$100,000 or more",Excellent,Daily,1,Purple – Very Unhealthy,Maroon – Hazardous
1521,56,Female,Associates degree,"Upto to $74,999",Good,Daily,6,Orange – Unhealthy for Sensitive Groups,Orange – Unhealthy for Sensitive Groups
1522,54,Male,College,"$100,000 or more",Good,A few times per week,1,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1523,33,Female,Associates degree,"$100,000 or more",Good,Once per week,6,Yellow – Moderate,Orange – Unhealthy for Sensitive Groups
1524,44,Male,College,"$100,000 or more",Excellent,Daily,3,Orange – Unhealthy for Sensitive Groups,Purple – Very Unhealthy
1525,27,Male,High school,"$25,000 or less",Fair,A few times per week,6,Orange – Unhealthy for Sensitive Groups,Orange – Unhealthy for Sensitive Groups
1526,35,Female,College,"$100,000 or more",Good,Daily,2,Red – Unhealthy,Red – Unhealthy
1527,48,Male,College,"$100,000 or more",Good,A few times per week,6,Not familiar,Orange – Unhealthy for Sensitive Groups
1528,67,Female,College,"Upto to $99,999",Good,A few times per week,1,Purple – Very Unhealthy,Purple – Very Unhealthy
1529,23,Male,High school,"$25,000 or less",Good,Common,1,Red – Unhealthy,Red – Unhealthy
1530,58,Male,Associates degree,"Upto to $99,999",Excellent,Daily,2,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1531,34,Male,Associates degree,"Upto to $99,999",Good,A few times per week,No Response,Not familiar,Not familiar
1532,27,Male,College,"Upto to $49,999",Good,A few times per week,2,Red – Unhealthy,Purple – Very Unhealthy
1533,41,Female,Associates degree,"$100,000 or more",Excellent,A few times per week,6,Yellow – Moderate,Yellow – Moderate
1534,32,Female,College,"Upto to $99,999",Good,Daily,2,Not familiar,Not familiar
1535,41,Male,College,"Upto to $99,999",Good,A few times per week,3,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1536,22,Male,High school,"$25,000 or less",Excellent,Daily,2,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1537,57,Female,College,"Upto to $49,999",Fair,Once per week,3,Orange – Unhealthy for Sensitive Groups,Orange – Unhealthy for Sensitive Groups
1538,48,Female,College,"$100,000 or more",Good,A few times per week,2,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1539,59,Female,Associates degree,"$100,000 or more",Good,Daily,2,Red – Unhealthy,Purple – Very Unhealthy
1540,61,Female,College,"Upto to $49,999",Good,Once per week,2,Orange – Unhealthy for Sensitive Groups,Orange – Unhealthy for Sensitive Groups
1541,39,Female,High school,"$100,000 or more",Good,A few times per week,1,Maroon – Hazardous,Maroon – Hazardous
1542,52,Female,College,"Upto to $99,999",Good,A few times per week,6,Red – Unhealthy,Purple – Very Unhealthy
1543,70,Female,Associates degree,"Upto to $99,999",Good,Daily,1,Purple – Very Unhealthy,Maroon – Hazardous
1544,44,Male,College,"$100,000 or more",Excellent,Daily,4,Purple – Very Unhealthy,Red – Unhealthy
1545,44,Female,Associates degree,"$100,000 or more",Excellent,Daily,6,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1546,41,Female,High school,"Upto to $49,999",Good,Once per week,3,Not familiar,Not familiar
1547,23,Female,High school graduate,"Upto to $74,999",Good,Daily,1,Red – Unhealthy,Purple – Very Unhealthy
1548,18,Male,8th grade or less,"Upto to $99,999",Good,A few times per week,1,Purple – Very Unhealthy,Maroon – Hazardous
1549,29,Female,High school graduate,"Upto to $49,999",Good,A few times per week,2,Yellow – Moderate,Orange – Unhealthy for Sensitive Groups
1550,62,Male,Associates degree,"Upto to $49,999",Good,Once per week,4,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1551,57,Female,College,"$100,000 or more",Excellent,Daily,2,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1552,28,Male,Associates degree,"Upto to $49,999",Excellent,No Response,1,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1553,19,Male,8th grade or less,"Upto to $74,999",Good,A few times per week,1,Orange – Unhealthy for Sensitive Groups,Purple – Very Unhealthy
1554,38,Male,Associates degree,"Upto to $99,999",Excellent,A few times per week,6,Red – Unhealthy,Red – Unhealthy
1555,23,Female,High school,"$25,000 or less",Good,A few times per week,2,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1556,18,Male,8th grade or less,"$25,000 or less",Good,A few times per week,1,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1557,32,Female,College,"Upto to $49,999",Good,Common,4,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1558,44,Male,Associates degree,"Upto to $49,999",Excellent,Daily,3,Orange – Unhealthy for Sensitive Groups,Orange – Unhealthy for Sensitive Groups
1559,59,Female,Associates degree,"Upto to $99,999",Excellent,Daily,2,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1560,61,Male,College,"Upto to $49,999",Fair,No Response,6,Orange – Unhealthy for Sensitive Groups,Orange – Unhealthy for Sensitive Groups
1561,29,Male,High school graduate,"$25,000 or less",Excellent,A few times per week,1,Red – Unhealthy,Red – Unhealthy
1562,42,Male,Associates degree,"Upto to $99,999",Fair,Once per week,6,Orange – Unhealthy for Sensitive Groups,Orange – Unhealthy for Sensitive Groups
1563,31,Female,High school,"$25,000 or less",Fair,Daily,2,Red – Unhealthy,Maroon – Hazardous
1564,18,Female,8th grade or less,"$100,000 or more",Good,Daily,1,Purple – Very Unhealthy,Maroon – Hazardous
1565,18,Male,8th grade or less,"$100,000 or more",Good,A few times per week,3,Yellow – Moderate,Yellow – Moderate
1566,35,Male,High school,"$100,000 or more",Good,Once per week,1,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1567,24,Male,High school,"Upto to $49,999",Excellent,A few times per week,6,Red – Unhealthy,Orange – Unhealthy for Sensitive Groups
1568,19,Male,8th grade or less,"$25,000 or less",Good,Daily,1,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1569,33,Female,College,"Upto to $74,999",Good,A few times per week,6,Orange – Unhealthy for Sensitive Groups,Orange – Unhealthy for Sensitive Groups
1570,56,Male,College,"$100,000 or more",Good,A few times per week,1,Red – Unhealthy,Red – Unhealthy
1571,20,Male,8th grade or less,"$100,000 or more",Fair,No Response,No Response,Red – Unhealthy,Purple – Very Unhealthy
1572,18,Male,8th grade or less,"$100,000 or more",Good,Daily,2,Red – Unhealthy,Purple – Very Unhealthy
1573,22,Male,High school,"Upto to $99,999",Good,Daily,2,Orange – Unhealthy for Sensitive Groups,Orange – Unhealthy for Sensitive Groups
1574,19,Male,8th grade or less,"Upto to $74,999",Excellent,Daily,2,Red – Unhealthy,Purple – Very Unhealthy
1575,18,Male,8th grade or less,"$100,000 or more",Good,A few times per week,1,Red – Unhealthy,Purple – Very Unhealthy
1576,47,Male,Associates degree,"$100,000 or more",Excellent,A few times per week,3,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1577,46,Male,College,"$100,000 or more",Good,A few times per week,4,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1578,63,Female,Associates degree,No Response,Good,Daily,3,Orange – Unhealthy for Sensitive Groups,Purple – Very Unhealthy
1579,21,Male,High school,"$25,000 or less",Good,No Response,1,Purple – Very Unhealthy,Purple – Very Unhealthy
1580,65,Male,College,"Upto to $49,999",Good,A few times per week,1,Purple – Very Unhealthy,Purple – Very Unhealthy
1581,62,Male,College,"Upto to $74,999",Excellent,Daily,2,Red – Unhealthy,Purple – Very Unhealthy
1582,18,Male,8th grade or less,"Upto to $99,999",Fair,Daily,1,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1583,27,Female,Associates degree,"Upto to $49,999",Poor,No Response,1,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1584,50,Female,College,"$100,000 or more",Good,A few times per week,3,Yellow – Moderate,Orange – Unhealthy for Sensitive Groups
1585,34,Male,College,"$25,000 or less",Good,A few times per week,2,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1586,49,Female,College,"Upto to $74,999",Good,A few times per week,3,Red – Unhealthy,Purple – Very Unhealthy
1587,21,Male,High school,"$100,000 or more",Excellent,A few times per week,6,Yellow – Moderate,Red – Unhealthy
1588,34,Female,College,"Upto to $74,999",Excellent,Common,1,Red – Unhealthy,Purple – Very Unhealthy
1589,23,Female,High school,"Upto to $74,999",Excellent,No Response,6,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1590,19,Female,8th grade or less,"Upto to $49,999",Excellent,A few times per week,3,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1591,35,Male,College,"Upto to $74,999",Good,A few times per week,2,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1592,35,Female,College,"$25,000 or less",Fair,Common,1,Red – Unhealthy,Maroon – Hazardous
1593,18,Male,8th grade or less,"Upto to $49,999",Excellent,Once per week,6,Yellow – Moderate,Orange – Unhealthy for Sensitive Groups
1594,33,Female,College,"Upto to $99,999",Good,A few times per week,2,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
1595,38,Female,High school,"$100,000 or more",Excellent,Daily,1,Red – Unhealthy,Purple – Very Unhealthy
